"waveband","wavenumber","q05","q95","mean","sd"
"w3266",3266,0.77328795,1.6861715,1.2725921395105,0.273243872108843
"w3264",3264,0.7716091,1.68342,1.27052723668616,0.273057410607637
"w3263",3263,0.77071155,1.6814645,1.26933886976574,0.272834210015535
"w3261",3261,0.77006785,1.679653,1.26830525346216,0.272586835031811
"w3259",3259,0.769723,1.6782615,1.26762560852176,0.272299086480718
"w3257",3257,0.7697839,1.6773915,1.26739907216334,0.27198884077237
"w3255",3255,0.7694062,1.67614112485389,1.26670303806663,0.271722707076108
"w3253",3253,0.768128179579406,1.6739032156021,1.26500736836652,0.271522024085967
"w3251",3251,0.766927800224266,1.67189,1.26349639006826,0.271287989365539
"w3249",3249,0.767019675032675,1.6710045,1.26315900958297,0.270977621649295
"w3247",3247,0.76725275,1.6703915,1.26316111757514,0.27067418605895
"w3245",3245,0.766268,1.6687615,1.26187358328295,0.270459389468021
"w3243",3243,0.764263869870075,1.6660345,1.2594474902529,0.270302759963147
"w3241",3241,0.7624995,1.6634215,1.25735340150814,0.270122454880806
"w3239",3239,0.761292021038891,1.661463,1.25592876320544,0.269904759332979
"w3237",3237,0.7607697,1.65999,1.25503014685499,0.269624409745848
"w3236",3236,0.761211776274169,1.65945,1.25504260476832,0.269331244681647
"w3234",3234,0.761585504383686,1.658973,1.25513556806219,0.269037689053618
"w3232",3232,0.7601402,1.656853,1.25352839715979,0.268828856109099
"w3230",3230,0.7575284,1.65348734505825,1.25039763457554,0.268688249784611
"w3228",3228,0.755086803600248,1.65043,1.24762534160717,0.268523067751671
"w3226",3226,0.753550201944146,1.6480415,1.24564329695842,0.268315253479676
"w3224",3224,0.752405956162455,1.6460315,1.24398148271551,0.268079019497244
"w3222",3222,0.751501619893915,1.6441315,1.24249003817167,0.267823950713983
"w3220",3220,0.7507175,1.6422615,1.24111884815006,0.26755259417784
"w3218",3218,0.74983875,1.6403215,1.23960087032119,0.26729372479251
"w3216",3216,0.74842885,1.6381815,1.23776604621483,0.26706068286725
"w3214",3214,0.74711945,1.63601,1.23583391607888,0.266830358466995
"w3212",3212,0.7455894,1.63366,1.23376216134023,0.266613779045311
"w3210",3210,0.74392065,1.6312315,1.23158153682048,0.266400866719111
"w3209",3209,0.742648676827677,1.62882989936642,1.22987655236214,0.266154248206363
"w3207",3207,0.7415592,1.6267615,1.22817641951577,0.265883764242622
"w3205",3205,0.74033335,1.624526,1.22628930422128,0.26563593631438
"w3203",3203,0.73880989033622,1.62216,1.22413891577682,0.265432711678786
"w3201",3201,0.73716095,1.619623,1.22191149294192,0.265228369092069
"w3199",3199,0.7354177,1.616873,1.21958935502027,0.265023966471467
"w3197",3197,0.7337959,1.6142815,1.21729480883584,0.264808123104702
"w3195",3195,0.732182673859291,1.611893,1.21519298583282,0.264563490493349
"w3193",3193,0.73088204944537,1.6096915,1.21322413002383,0.264308312930953
"w3191",3191,0.7294164,1.6073715,1.21126417688868,0.264057528752662
"w3189",3189,0.72794405,1.6049115,1.20916775876039,0.263823158231242
"w3187",3187,0.72612505,1.6022715,1.20676570064706,0.263621935175096
"w3185",3185,0.7241544,1.5993515,1.20420929778332,0.263429144282826
"w3183",3183,0.72236585761268,1.596633,1.20178571781008,0.263217006457119
"w3182",3182,0.7207757,1.59418,1.19976714051886,0.262984879662881
"w3180",3180,0.7190254,1.5916115,1.19745702138279,0.26277198294068
"w3178",3178,0.71709545,1.58896,1.19492948422266,0.262581395826505
"w3176",3176,0.715233563431441,1.5863115,1.19236737332516,0.262390516306774
"w3174",3174,0.7135064,1.5835515,1.18997637679533,0.262180331492056
"w3172",3172,0.711808922485845,1.58082,1.18758306516732,0.261973118378143
"w3170",3170,0.709978,1.578053,1.18515646109549,0.261768516021811
"w3168",3168,0.70823025,1.5753615,1.18275119937692,0.261560658351478
"w3166",3166,0.706518,1.5729515,1.18033108126321,0.261375754096081
"w3164",3164,0.70484255,1.57028,1.17789238909171,0.261190904815412
"w3162",3162,0.703218136584382,1.5676315,1.17544721392144,0.260992781218732
"w3160",3160,0.7014346,1.5650415,1.1730042904345,0.260795695965913
"w3158",3158,0.69993555,1.562453,1.17072479662023,0.260577932021798
"w3156",3156,0.69902005,1.56051,1.16890193074568,0.260313852366364
"w3155",3155,0.69892,1.55912,1.16796469096207,0.260032756900193
"w3153",3153,0.6985251,1.55779305573565,1.16679310359793,0.259791097418311
"w3151",3151,0.696526946983015,1.5548415,1.1640978785939,0.25963808408828
"w3149",3149,0.69306178346669,1.55083,1.16004664145443,0.259555945461688
"w3147",3147,0.690088534499327,1.5473115,1.15639357568878,0.259445703256355
"w3145",3145,0.687781718594541,1.5444145,1.15352613245265,0.259295767766012
"w3143",3143,0.686395548742407,1.5420915,1.15130547462134,0.259085356751455
"w3141",3141,0.685739474001905,1.5403415,1.14990081984473,0.258812098678733
"w3139",3139,0.6850672,1.538433,1.14843120151585,0.258567448074727
"w3137",3137,0.682899309630917,1.535493,1.14553818641965,0.258426151520055
"w3135",3135,0.67954685,1.531663,1.14172058966704,0.25832221405375
"w3133",3133,0.67688,1.5283345,1.13842516210321,0.258163126565997
"w3131",3131,0.675423226915014,1.52567,1.13614574901778,0.257919616420709
"w3129",3129,0.674216,1.52341,1.1340509151038,0.257685093284992
"w3128",3128,0.672451,1.5204345,1.13160917903249,0.257478770365077
"w3126",3126,0.670141676464461,1.517223,1.12858730893769,0.257334541863889
"w3124",3124,0.668779451785255,1.5146115,1.12644842459353,0.257091779728077
"w3122",3122,0.668755989665891,1.5133015,1.12546468289623,0.256795129656126
"w3120",3120,0.6688194,1.5122815,1.12473425497267,0.256510026590391
"w3118",3118,0.667905985226629,1.5104015,1.12311977386352,0.256277563688299
"w3116",3116,0.66586095,1.5074715,1.12026423176587,0.256104012653296
"w3114",3114,0.66259505,1.5034745,1.11635283631688,0.25596611654841
"w3112",3112,0.6595308,1.4992815,1.11240341751296,0.255799100712545
"w3110",3110,0.65758255,1.49628,1.10963009776678,0.255580520328338
"w3108",3108,0.65606265,1.49382,1.10733544755815,0.255364714195241
"w3106",3106,0.65365865,1.49052,1.10407513006752,0.255213623644976
"w3104",3104,0.650851605548178,1.4868515,1.10055748665089,0.25504278736146
"w3102",3102,0.64903845,1.4839115,1.09799739272825,0.254786447173355
"w3101",3101,0.64811015,1.48171,1.09627648724411,0.254486742569812
"w3099",3099,0.64633925,1.47901936044233,1.09376756767367,0.254262701755914
"w3097",3097,0.6438169,1.47559161648506,1.09048450954489,0.254094118637428
"w3095",3095,0.64139905,1.472319,1.08734101489884,0.253908649780064
"w3093",3093,0.640216800927838,1.4700515,1.08522041833519,0.253625311229582
"w3091",3091,0.639656,1.4683315,1.08377416781017,0.253312423549845
"w3089",3089,0.638514314961138,1.4664015,1.0818603204739,0.253052274130008
"w3087",3087,0.63702450921237,1.46375,1.07943915250014,0.252796725481007
"w3085",3085,0.635789354792931,1.4613415,1.07726576650668,0.252531168308371
"w3083",3083,0.63442295,1.4590315,1.07511938807772,0.252282273204155
"w3081",3081,0.6330776,1.4564815,1.07281994711252,0.252035865270378
"w3079",3079,0.631502350248573,1.453933,1.07043073677308,0.251803714457806
"w3077",3077,0.62901165,1.450763,1.06726137758955,0.25163338339084
"w3075",3075,0.625541900222515,1.446543,1.06310768646874,0.25149080878778
"w3074",3074,0.622612372110351,1.44239,1.05941007131462,0.251236416845756
"w3072",3072,0.62021655,1.43922,1.05623371215772,0.251020131525576
"w3070",3070,0.619142390988962,1.43701,1.05415710799725,0.250712748098907
"w3068",3068,0.61837835,1.4349045,1.05237483965264,0.250397564331198
"w3066",3066,0.61672125,1.4321415,1.0497275907503,0.250144365791485
"w3064",3064,0.614053149083973,1.42832,1.04611060286124,0.249935456019834
"w3062",3062,0.61114585,1.424543,1.04237446994441,0.249743105914733
"w3060",3060,0.608842538153715,1.42118,1.03920167526849,0.249505321092038
"w3058",3058,0.60734645,1.41835,1.03676112992103,0.24919936307917
"w3056",3056,0.6059679,1.415843,1.03453243976035,0.248892336544264
"w3054",3054,0.6043801,1.4130775,1.03202755506082,0.248627955557433
"w3052",3052,0.6026461,1.4103415,1.0295225769096,0.248383807411733
"w3050",3050,0.600904,1.40755,1.02691328328744,0.248152703738465
"w3048",3048,0.59876191810674,1.40439,1.02392206628383,0.247924275215182
"w3047",3047,0.597080768872291,1.4016015,1.02151669257162,0.247609467296655
"w3045",3045,0.5961095,1.399493,1.01954201472863,0.247321012552722
"w3043",3043,0.59510295,1.397333,1.01749790684262,0.24705448908125
"w3041",3041,0.59290725,1.3943015,1.01451589366408,0.246850988159368
"w3039",3039,0.58986445,1.39049,1.0107184039463,0.246705332434779
"w3037",3037,0.5874974,1.3873615,1.00751228869732,0.246501155715036
"w3035",3035,0.5865532,1.3851345,1.00543663059985,0.246220708019079
"w3033",3033,0.585540042044314,1.38269,1.00308973199843,0.245988763389807
"w3031",3031,0.58285365,1.379603,0.999803651488979,0.245818021077332
"w3029",3029,0.5801453,1.3762515,0.996260255229969,0.245678722203049
"w3027",3027,0.5783489,1.37328,0.993285357748578,0.245508747436078
"w3025",3025,0.5769949,1.3712,0.990965919640726,0.245321000786904
"w3023",3023,0.5753107,1.3692415,0.988625050140386,0.245189657930816
"w3021",3021,0.573299241519945,1.3670215,0.9861733293472,0.24509017867989
"w3020",3020,0.57225225,1.3653715,0.98436987374484,0.24495129386848
"w3018",3018,0.571284656586784,1.3639315,0.982685639328306,0.244869741163759
"w3016",3016,0.570416872936791,1.3630815,0.981118263810923,0.244803968635163
"w3014",3014,0.569297030461089,1.36195,0.979425290859641,0.244781826100693
"w3012",3012,0.5675102,1.360033,0.976941759704032,0.244805161958364
"w3010",3010,0.564414911633605,1.3573515,0.973391858164743,0.24487217970792
"w3008",3008,0.56109795,1.35403,0.969540822795375,0.244940305200507
"w3006",3006,0.55852685,1.351383,0.96639456666207,0.244959337696807
"w3004",3004,0.556833820880756,1.3497815,0.964108510947756,0.244914504116852
"w3002",3002,0.555601674238938,1.3485515,0.962097876301425,0.244867043244983
"w3000",3000,0.554641391950583,1.34769,0.960378527035906,0.244826417523703
"w2998",2998,0.55408165,1.347196,0.959088078613686,0.244802156685256
"w2996",2996,0.553170140552137,1.3464645,0.957590606034758,0.244851098589044
"w2994",2994,0.5522151,1.3456945,0.955965371776241,0.244933074280711
"w2993",2993,0.551355094402438,1.345656,0.954701495863503,0.245033711436113
"w2991",2991,0.54979845,1.3449815,0.952729268073375,0.24525474529716
"w2989",2989,0.54738325,1.3443805,0.950158478301096,0.245588326920492
"w2987",2987,0.5455549,1.3446915,0.948044736629645,0.245942274197156
"w2985",2985,0.54461355,1.34569,0.946728695848922,0.246293664220974
"w2983",2983,0.54454495,1.34717,0.94617100784332,0.246634967821069
"w2981",2981,0.544832008782657,1.34859,0.945817143523367,0.247027012640498
"w2979",2979,0.54402785,1.3498875,0.944667868436083,0.247548809919923
"w2977",2977,0.54245285,1.35082,0.942782582511663,0.248171818741376
"w2975",2975,0.540920248527646,1.351896,0.941007359808823,0.248798740924399
"w2973",2973,0.539474,1.3528415,0.939222961955079,0.249461427333047
"w2971",2971,0.53743935,1.35351,0.937099795945016,0.250164196060723
"w2969",2969,0.5355547,1.3539515,0.935038687851075,0.250852590435623
"w2967",2967,0.53403555,1.354963,0.933333495088167,0.251504096279497
"w2966",2966,0.53294985,1.3559145,0.932141918537938,0.252059324729569
"w2964",2964,0.5323568,1.357356,0.930978802834523,0.252644471492002
"w2962",2962,0.53126575,1.35875,0.929627606043281,0.253259656565468
"w2960",2960,0.5295546,1.360226,0.927890098308785,0.253901406037517
"w2958",2958,0.52776995,1.3620645,0.926112030011013,0.254536083225646
"w2956",2956,0.52687872598492,1.3639515,0.924868034584266,0.255081006314764
"w2954",2954,0.52670995,1.36592,0.924312988063299,0.255533305808971
"w2952",2952,0.5265267,1.36802,0.923740587203817,0.256000997863902
"w2950",2950,0.525710514266433,1.3700315,0.922720792276233,0.256526482453042
"w2948",2948,0.5252884,1.372683,0.922085097397248,0.257051987381642
"w2946",2946,0.5256997,1.37576,0.921986450800692,0.257606954150962
"w2944",2944,0.5253174,1.3786215,0.921374263381921,0.258254393087451
"w2942",2942,0.523555155282522,1.380309,0.919664904900515,0.258965530617731
"w2940",2940,0.521517346810327,1.3808845,0.917396605728393,0.25964258982851
"w2939",2939,0.520142,1.381093,0.915690709651872,0.26009701173376
"w2937",2937,0.5190615,1.382183,0.914187380851117,0.260519743154068
"w2935",2935,0.51810216245481,1.383129,0.91278050889662,0.260851441565498
"w2933",2933,0.517413388950087,1.383759,0.911592573772993,0.261079946560621
"w2931",2931,0.5171871,1.3848915,0.910677179182324,0.261224345924553
"w2929",2929,0.515964516891631,1.3856915,0.90905713572666,0.261416799705503
"w2927",2927,0.51327525,1.3851815,0.906174331450917,0.26168705165401
"w2925",2925,0.5103158,1.3840545,0.902946993894182,0.261937606836574
"w2923",2923,0.507583875154426,1.3836,0.900063728494385,0.262113434286535
"w2921",2921,0.505492968814254,1.3832415,0.897555343523223,0.262156054269904
"w2919",2919,0.50384955,1.3826575,0.895356346774152,0.262041136075269
"w2917",2917,0.5024959,1.381323,0.893193938429271,0.261692858268939
"w2915",2915,0.50146990068685,1.3783415,0.890651239967655,0.261084088104568
"w2913",2913,0.49969989356634,1.373873,0.887514108626087,0.260309715525365
"w2912",2912,0.497497094386344,1.368569,0.88398365732418,0.259510291473745
"w2910",2910,0.494696964344923,1.3631745,0.879924570101791,0.258882519530719
"w2908",2908,0.49201165,1.3589075,0.876248858118486,0.25842427736729
"w2906",2906,0.489895,1.3560445,0.873351081861104,0.258047266443408
"w2904",2904,0.4882078,1.3538565,0.870948756692077,0.257715678193059
"w2902",2902,0.48637475476127,1.351628,0.868484834178729,0.257467878429133
"w2900",2900,0.48460195,1.3493815,0.866090525657123,0.257234378056053
"w2898",2898,0.48342122058017,1.34717261061859,0.864237233510552,0.256916294616971
"w2896",2896,0.482652738680222,1.3453165,0.862611079326793,0.256588849563343
"w2894",2894,0.481041963255256,1.34318,0.860412062522851,0.256308587890749
"w2892",2892,0.47891755,1.3398615,0.85771730350612,0.25603935534728
"w2890",2890,0.477126590295206,1.336853,0.855228176231177,0.255721955698621
"w2888",2888,0.475687109215223,1.333793,0.853085725711483,0.255347803486928
"w2886",2886,0.474480185793886,1.3307745,0.851079259435562,0.254941914833863
"w2885",2885,0.47347895,1.32809,0.849328724255308,0.254487744302786
"w2883",2883,0.472383678345491,1.3253545,0.847489743901953,0.254046432786754
"w2881",2881,0.4712791,1.322649,0.84563963968355,0.253620834593012
"w2879",2879,0.47019855,1.3203215,0.843804783372622,0.253212764882979
"w2877",2877,0.4694487,1.318676,0.842283269124412,0.252794922240607
"w2875",2875,0.46934665,1.31707,0.84126652622964,0.252366384363491
"w2873",2873,0.46891942824233,1.3151545,0.839859664092933,0.251990207859684
"w2871",2871,0.466937245125828,1.311663,0.837092804846754,0.251683313974331
"w2869",2869,0.46431045,1.3077215,0.833778342418031,0.251367107015447
"w2867",2867,0.462544778428911,1.3036675,0.831123537304263,0.250987749777131
"w2865",2865,0.4613189,1.3003405,0.828957555146803,0.250646611630065
"w2863",2863,0.4600473,1.297293,0.827010226205685,0.250400221676321
"w2861",2861,0.45929365,1.29482,0.825515223927916,0.250217536628791
"w2859",2859,0.458580689502594,1.292323,0.824141083415768,0.250158535663415
"w2858",2858,0.457448397108504,1.290203,0.822618669439587,0.250099547699071
"w2856",2856,0.4556274,1.288423,0.82055271116163,0.250220799727546
"w2854",2854,0.453705748300999,1.286889,0.818497223597098,0.250333616008525
"w2852",2852,0.451459419039032,1.2855645,0.816158870455068,0.250349049835305
"w2850",2850,0.449403186707081,1.282103,0.813358581415507,0.249926283733364
"w2848",2848,0.4474187,1.2748915,0.809788176653396,0.248836429054978
"w2846",2846,0.445188090929983,1.2645365,0.805504542530185,0.247201449991827
"w2844",2844,0.4430254,1.2537315,0.801238944315752,0.245473778589655
"w2842",2842,0.441490986522223,1.245063,0.79791433204362,0.243942699785881
"w2840",2840,0.440763988292807,1.2386315,0.795680305610311,0.242663851504976
"w2838",2838,0.4399624,1.23302,0.793462739590603,0.241663541944176
"w2836",2836,0.437861462931448,1.2269915,0.790372502133961,0.240892313355718
"w2834",2834,0.4351425,1.22135,0.7869599019362,0.240217263789993
"w2832",2832,0.43270312340886,1.21645,0.783796674997645,0.239603385251992
"w2831",2831,0.43068095,1.21128,0.781101828737466,0.2389535593148
"w2829",2829,0.4287422,1.206663,0.778366140695415,0.238421499984081
"w2827",2827,0.4271535,1.202703,0.775963096821468,0.237905182875136
"w2825",2825,0.425872221520913,1.198833,0.773785128709531,0.237404498319939
"w2823",2823,0.424507416407424,1.19498,0.7716711019583,0.236914958849243
"w2821",2821,0.423171343863666,1.1912615,0.769489949273087,0.236457890961893
"w2819",2819,0.4215497,1.18827,0.76726273332231,0.236034766137144
"w2817",2817,0.4200927,1.185009,0.765081004141224,0.235621883091939
"w2815",2815,0.41875215,1.1817275,0.762988511663872,0.235216664883731
"w2813",2813,0.417686125388202,1.178723,0.761125213766688,0.23480059316659
"w2811",2811,0.4169077,1.175833,0.759563837020085,0.23437421403179
"w2809",2809,0.415920058540574,1.173303,0.757829566009043,0.234001865893263
"w2807",2807,0.414327711378635,1.1702515,0.755591195406376,0.23368187165441
"w2805",2805,0.412641591892983,1.1667375,0.753257560177069,0.233363421574194
"w2804",2804,0.41150865,1.1638905,0.751405397820531,0.232969270434232
"w2802",2802,0.410651142192252,1.161446,0.74970484790566,0.232613412639616
"w2800",2800,0.410105246155531,1.159233,0.748392605075014,0.232225551837218
"w2798",2798,0.40941794008676,1.1570615,0.746990960276412,0.231866628681676
"w2796",2796,0.408093515512373,1.1542815,0.745022188786718,0.231567239469774
"w2794",2794,0.406515358869751,1.1514945,0.742900270769142,0.231275377791089
"w2792",2792,0.405516933042405,1.149063,0.741211357353888,0.230953037889462
"w2790",2790,0.404793,1.1469945,0.739787556909877,0.2306229219109
"w2788",2788,0.403556385120896,1.144413,0.737912857502102,0.230369535339897
"w2786",2786,0.40146805,1.141473,0.735469005456899,0.230155682339194
"w2784",2784,0.3997664,1.1385015,0.733162463616158,0.229901975814936
"w2782",2782,0.398476436993424,1.1360715,0.731268768669752,0.229630784136215
"w2780",2780,0.397286639328405,1.133859,0.72953864651336,0.229364205641905
"w2778",2778,0.396352497720938,1.1315815,0.727988444642656,0.229077535837767
"w2777",2777,0.3959465,1.12989,0.726901421633975,0.228752194404155
"w2775",2775,0.39547142824603,1.128309,0.725706721145179,0.228474830313205
"w2773",2773,0.39420385,1.1261815,0.723933745443199,0.228253767177327
"w2771",2771,0.392421537583362,1.1236215,0.72173790483798,0.228087037370644
"w2769",2769,0.39094558011215,1.121463,0.719747222728229,0.22790629698763
"w2767",2767,0.38981355,1.119453,0.718048329781409,0.227699808563079
"w2765",2765,0.388784454164569,1.1174715,0.716421504292931,0.22749936472658
"w2763",2763,0.3877622,1.1155115,0.714827104820814,0.227297707738371
"w2761",2761,0.386868298769456,1.11363,0.71329307939209,0.227092918944133
"w2759",2759,0.385934596166698,1.1120415,0.711813580306484,0.226892962341036
"w2757",2757,0.38505025,1.1105715,0.710350937665954,0.226697050119651
"w2755",2755,0.3840326,1.1089,0.708815686471502,0.226516370070141
"w2753",2753,0.38306455,1.1071775,0.707308694034698,0.226330750339988
"w2751",2751,0.38251985,1.10594,0.706096338565374,0.226120688535113
"w2750",2750,0.382252941269633,1.1048515,0.705178790010967,0.225883001671018
"w2748",2748,0.3815891,1.1037315,0.703892074029411,0.225700552127812
"w2746",2746,0.3802147,1.101976,0.702111087218121,0.225564244607341
"w2744",2744,0.3787757,1.100223,0.70019134018737,0.225435501326156
"w2742",2742,0.3774838,1.098703,0.698505390090135,0.225286425005976
"w2740",2740,0.376774530476991,1.0972515,0.697140502417048,0.22509804056706
"w2738",2738,0.3761497,1.09606,0.695912113257253,0.224902436445927
"w2736",2736,0.37529172608883,1.094586,0.694548575702058,0.224722840616722
"w2734",2734,0.374178584034871,1.0931815,0.692986168381853,0.22455373518286
"w2732",2732,0.373151916910242,1.09152,0.691466041635102,0.224371494396198
"w2730",2730,0.3724841,1.0901615,0.690187568150939,0.224146367255691
"w2728",2728,0.37226865,1.0889415,0.689261551377973,0.223874441967305
"w2726",2726,0.3721698,1.08779,0.688471009308943,0.223600552951672
"w2724",2724,0.3716457,1.0862315,0.687298564821763,0.223362673282708
"w2723",2723,0.3708104,1.08444,0.685894092509776,0.223091166754434
"w2721",2721,0.3696967,1.0827645,0.684243888321404,0.222871936123745
"w2719",2719,0.36873685,1.0809815,0.682671366207327,0.222633777527813
"w2717",2717,0.367940299956164,1.0792715,0.681299111887972,0.222361873275142
"w2715",2715,0.36732085,1.07746,0.680043293844766,0.222080679415544
"w2713",2713,0.366768934353496,1.075606,0.678823555852032,0.221790460816749
"w2711",2711,0.36636725,1.07429,0.677674709460528,0.221476233111086
"w2709",2709,0.3658727,1.07277,0.676489967520708,0.22116510995237
"w2707",2707,0.36522795,1.07086,0.675168654739458,0.220863736352603
"w2705",2705,0.364537781692298,1.0689475,0.673800398630688,0.220563931504193
"w2703",2703,0.36388452318272,1.0671015,0.67248568492412,0.220254334364198
"w2701",2701,0.363368084529354,1.0651315,0.671210835256532,0.219939271691017
"w2699",2699,0.362857789983745,1.0632215,0.669942995444846,0.219629442866367
"w2697",2697,0.362239519174596,1.0614015,0.668621768716287,0.219328895248864
"w2696",2696,0.361682402912305,1.0597415,0.667364002630961,0.218999844938054
"w2694",2694,0.361061344501761,1.057856,0.665980943525118,0.218716483316903
"w2692",2692,0.360492154055122,1.0559715,0.664665957841978,0.218429214278045
"w2690",2690,0.359925369629522,1.0541315,0.663399835434131,0.218138559542693
"w2688",2688,0.3593,1.05233,0.662149824026876,0.217855557571227
"w2686",2686,0.358738595755994,1.05057,0.66093908157401,0.217570229160176
"w2684",2684,0.3582817,1.0489415,0.659862387021918,0.217269338417729
"w2682",2682,0.358219086934302,1.0473515,0.659042253392224,0.216943993574345
"w2680",2680,0.3581417,1.0457635,0.658296949988081,0.216620483203052
"w2678",2678,0.357685683400765,1.0440915,0.657237563586511,0.216339790607848
"w2676",2676,0.356832070453971,1.041963,0.655852591114844,0.216101350837963
"w2674",2674,0.355856647383932,1.03984,0.654451527207623,0.215862629330444
"w2672",2672,0.355036,1.037603,0.653084842390543,0.215617130065432
"w2670",2670,0.354039,1.03544,0.651664535483221,0.215379497207642
"w2669",2669,0.3533237,1.0334,0.650393742966157,0.215092376465249
"w2667",2667,0.3525227,1.0315315,0.649095424549668,0.214841076592616
"w2665",2665,0.351773625948955,1.0297565,0.647860665249864,0.214591840949154
"w2663",2663,0.35104625,1.0280315,0.64667390403322,0.214341122273331
"w2661",2661,0.35028615,1.02622,0.645512452673306,0.214101609194693
"w2659",2659,0.3495467,1.024493,0.644371567670636,0.213870269222949
"w2657",2657,0.348804,1.022926,0.643239773821199,0.213648271379885
"w2655",2655,0.348098253329051,1.0212115,0.642116399989974,0.213440549054903
"w2653",2653,0.34735395,1.01979,0.641020188445949,0.213239072330282
"w2651",2651,0.3466663,1.01822,0.639937584674709,0.213046559688308
"w2649",2649,0.346007740078687,1.01664,0.638877803025199,0.21286160589695
"w2647",2647,0.34531185,1.01498,0.637857583240089,0.212675838365962
"w2645",2645,0.344617,1.0133015,0.636848808271042,0.212493718228243
"w2643",2643,0.344060810827567,1.0118915,0.635880036153992,0.212302228136901
"w2642",2642,0.34372935,1.0101615,0.635089209038961,0.212065088190386
"w2640",2640,0.343464202422017,1.008403,0.634303613057489,0.211821503634928
"w2638",2638,0.3430067,1.0068115,0.633477730866013,0.211565728916658
"w2636",2636,0.342487579611849,1.0050775,0.63254587635132,0.211287698347184
"w2634",2634,0.3421019431207,1.003283,0.631582736563095,0.210974151455276
"w2632",2632,0.341727540506642,1.0014715,0.630643466048975,0.210629902335006
"w2630",2630,0.34144835,0.9995292,0.629776319497464,0.210252828614637
"w2628",2628,0.341196587455116,0.9978692,0.629005190299666,0.209851127570358
"w2626",2626,0.340912572464447,0.9962558,0.628251320583051,0.209444736286861
"w2624",2624,0.34056155,0.99418825,0.627402397268612,0.209054093390113
"w2622",2622,0.340101867501054,0.99214745,0.626482034754414,0.208678511099219
"w2620",2620,0.339706499756271,0.990269,0.625632432926386,0.208302922215833
"w2618",2618,0.3394817,0.98863345,0.624901567546627,0.207930148011495
"w2616",2616,0.339337,0.98705665,0.624224689202528,0.207570805623576
"w2615",2615,0.339235400824349,0.9856078,0.623587643912925,0.207223885660071
"w2613",2613,0.3390067,0.984133,0.622908189103828,0.20689300077905
"w2611",2611,0.338794592333412,0.982468,0.622260875585165,0.206570275405727
"w2609",2609,0.338603093738434,0.98098905,0.621641022690816,0.206254270361175
"w2607",2607,0.33838425,0.97934635,0.621033103427174,0.205949256356146
"w2605",2605,0.33817485,0.9777555,0.620432469527205,0.205659225302836
"w2603",2603,0.337946126657038,0.97625005,0.61983361792287,0.205383071044239
"w2601",2601,0.3377388,0.97483275,0.619225871048901,0.205119148123855
"w2599",2599,0.337442973712028,0.9734356,0.618613274104592,0.204872380670675
"w2597",2597,0.3371895,0.9721627,0.61801605456948,0.204631975276968
"w2595",2595,0.3369327,0.97076665,0.617438226216234,0.204400034342159
"w2593",2593,0.33662855,0.96939905,0.616869147139094,0.20417902258269
"w2591",2591,0.33629055,0.96810365,0.616270536474522,0.203970104072969
"w2589",2589,0.335842690322391,0.96675235,0.615650069039006,0.203768868419923
"w2588",2588,0.335541905983739,0.96540495,0.615091362443433,0.203554560052222
"w2586",2586,0.3351825,0.96404845,0.614494505465925,0.203358570223089
"w2584",2584,0.334796143695278,0.96274315,0.613900876966875,0.203171304263323
"w2582",2582,0.33444065,0.96155235,0.61331941264242,0.202989943442661
"w2580",2580,0.33402825,0.96050315,0.612745417019658,0.202815668388105
"w2578",2578,0.333640792676197,0.9593243,0.612189217668435,0.202648792174791
"w2576",2576,0.33328785,0.95826775,0.61165579786969,0.202486277023775
"w2574",2574,0.332849334981663,0.9572893,0.611085913085036,0.20233633169026
"w2572",2572,0.332359074409007,0.9562262,0.610476341121602,0.202197263014268
"w2570",2570,0.331938542361792,0.95519945,0.609902716980181,0.202056511409722
"w2568",2568,0.3315034,0.9542799,0.609379529126843,0.201917237330518
"w2566",2566,0.331117969841293,0.9532751,0.608887653586414,0.20178221003688
"w2564",2564,0.330773430053501,0.952461,0.608428638399879,0.201647854910589
"w2562",2562,0.330459296109171,0.9515676,0.608004570922006,0.201519188054401
"w2561",2561,0.330189103237231,0.9506566,0.607640438524061,0.201379831957929
"w2559",2559,0.3299367,0.9499359,0.607262921619698,0.201248580071666
"w2557",2557,0.329682,0.949166,0.60690355475259,0.20111626093381
"w2555",2555,0.329505717727183,0.94869895,0.606575380379542,0.20097971707289
"w2553",2553,0.329392339820691,0.94806695,0.606280791323986,0.200836397800032
"w2551",2551,0.329301819656629,0.9475259,0.606012226524128,0.200687071741402
"w2549",2549,0.329256931308294,0.9468801,0.605773402897904,0.200530475943673
"w2547",2547,0.32926095,0.9462573,0.605576540853528,0.200364013290719
"w2545",2545,0.329321862740622,0.94563895,0.60543369895054,0.200186823393308
"w2543",2543,0.32941581922943,0.94519705,0.605309736923926,0.200008468076885
"w2541",2541,0.3295139,0.94448295,0.605188928293681,0.19983451254142
"w2539",2539,0.329614924287758,0.94390265,0.605145128385037,0.19966351878807
"w2537",2537,0.329786445358354,0.9435526,0.605221334514414,0.199507003693913
"w2535",2535,0.330034638676342,0.94334115,0.605401905463654,0.199373426007832
"w2534",2534,0.33030685,0.9430597,0.605560341548205,0.199286390286095
"w2532",2532,0.3306104,0.9430996,0.605828653472288,0.199205450379652
"w2530",2530,0.3309048,0.9434447,0.606103663926162,0.199151500695354
